participant,item,correct,Test_Time,Interval
5029,11,1,AM,Immediate
5029,12,0,AM,Immediate
5029,13,0,AM,Immediate
5029,14,0,AM,Immediate
5029,15,1,AM,Immediate
5029,16,0,AM,Immediate
5029,17,0,AM,Immediate
5029,18,0,AM,Immediate
5029,19,0,AM,Immediate
5029,20,1,AM,Immediate
5030,1,1,AM,Immediate
5030,2,1,AM,Immediate
5030,3,0,AM,Immediate
5030,4,0,AM,Immediate
5030,5,0,AM,Immediate
5030,6,1,AM,Immediate
5030,7,0,AM,Immediate
5030,8,0,AM,Immediate
5030,9,1,AM,Immediate
5030,10,0,AM,Immediate
5030,11,0,AM,Immediate
5030,12,0,AM,Immediate
5030,13,1,AM,Immediate
5030,14,1,AM,Immediate
5030,15,0,AM,Immediate
5030,16,1,AM,Immediate
5030,17,1,AM,Immediate
5030,18,1,AM,Immediate
5030,19,1,AM,Immediate
5030,20,1,AM,Immediate
5031,1,0,AM,Immediate
5031,2,0,AM,Immediate
5031,3,1,AM,Immediate
5031,4,0,AM,Immediate
5031,5,0,AM,Immediate
5031,6,0,AM,Immediate
5031,7,0,AM,Immediate
5031,8,1,AM,Immediate
5031,9,0,AM,Immediate
5031,10,0,AM,Immediate
5031,11,0,AM,Immediate
5031,12,1,AM,Immediate
5031,13,1,AM,Immediate
5031,14,1,AM,Immediate
5031,15,1,AM,Immediate
5031,16,0,AM,Immediate
5031,17,0,AM,Immediate
5031,18,0,AM,Immediate
5031,19,0,AM,Immediate
5031,20,1,AM,Immediate
5032,1,1,AM,Immediate
5032,2,0,AM,Immediate
5032,3,0,AM,Immediate
5032,4,0,AM,Immediate
5032,5,0,AM,Immediate
5032,6,1,AM,Immediate
5032,7,0,AM,Immediate
5032,8,0,AM,Immediate
5032,9,1,AM,Immediate
5032,10,0,AM,Immediate
5032,11,1,AM,Immediate
5032,12,1,AM,Immediate
5032,13,0,AM,Immediate
5032,14,0,AM,Immediate
5032,15,0,AM,Immediate
5032,16,0,AM,Immediate
5032,17,1,AM,Immediate
5032,18,0,AM,Immediate
5032,19,0,AM,Immediate
5032,20,0,AM,Immediate
5033,1,0,AM,Immediate
5033,2,0,AM,Immediate
5033,3,0,AM,Immediate
5033,4,1,AM,Immediate
5033,5,1,AM,Immediate
5033,6,0,AM,Immediate
5033,7,1,AM,Immediate
5033,8,1,AM,Immediate
5033,9,0,AM,Immediate
5033,10,0,AM,Immediate
5033,11,1,AM,Immediate
5033,12,1,AM,Immediate
5033,13,1,AM,Immediate
5033,14,0,AM,Immediate
5033,15,0,AM,Immediate
5033,16,0,AM,Immediate
5033,17,0,AM,Immediate
5033,18,0,AM,Immediate
5033,19,0,AM,Immediate
5033,20,1,AM,Immediate
5034,1,0,AM,Immediate
5034,2,1,AM,Immediate
5034,3,0,AM,Immediate
5034,4,1,AM,Immediate
5034,5,0,AM,Immediate
5034,6,0,AM,Immediate
5034,7,1,AM,Immediate
5034,8,0,AM,Immediate
5034,9,1,AM,Immediate
5034,10,1,AM,Immediate
5034,11,1,AM,Immediate
5034,12,0,AM,Immediate
5034,13,0,AM,Immediate
5034,14,0,AM,Immediate
5034,15,1,AM,Immediate
5034,16,0,AM,Immediate
5034,17,0,AM,Immediate
5034,18,0,AM,Immediate
5034,19,0,AM,Immediate
5034,20,1,AM,Immediate
5035,1,0,AM,Immediate
5035,2,1,AM,Immediate
5035,3,0,AM,Immediate
5035,4,0,AM,Immediate
5035,5,1,AM,Immediate
5035,6,1,AM,Immediate
5035,7,1,AM,Immediate
5035,8,1,AM,Immediate
5035,9,0,AM,Immediate
5035,10,0,AM,Immediate
5035,11,1,AM,Immediate
5035,12,0,AM,Immediate
5035,13,0,AM,Immediate
5035,14,0,AM,Immediate
5035,15,1,AM,Immediate
5035,16,1,AM,Immediate
5035,17,0,AM,Immediate
5035,18,0,AM,Immediate
5035,19,1,AM,Immediate
5035,20,0,AM,Immediate
5036,1,0,AM,Immediate
5036,2,0,AM,Immediate
5036,3,0,AM,Immediate
5036,4,0,AM,Immediate
5036,5,0,AM,Immediate
5036,6,0,AM,Immediate
5036,7,1,AM,Immediate
5036,8,0,AM,Immediate
5036,9,1,AM,Immediate
5036,10,1,AM,Immediate
5036,11,1,AM,Immediate
5036,12,0,AM,Immediate
5036,13,0,AM,Immediate
5036,14,0,AM,Immediate
5036,15,0,AM,Immediate
5036,16,0,AM,Immediate
5036,17,1,AM,Immediate
5036,18,0,AM,Immediate
5036,19,0,AM,Immediate
5036,20,0,AM,Immediate
5037,1,1,AM,Immediate
5037,2,0,AM,Immediate
5037,3,1,AM,Immediate
5037,4,1,AM,Immediate
5037,5,1,AM,Immediate
5037,6,1,AM,Immediate
5037,7,0,AM,Immediate
5037,8,0,AM,Immediate
5037,9,1,AM,Immediate
5037,10,0,AM,Immediate
5037,11,1,AM,Immediate
5037,12,1,AM,Immediate
5037,13,0,AM,Immediate
5037,14,1,AM,Immediate
5037,15,0,AM,Immediate
5037,16,1,AM,Immediate
5037,17,1,AM,Immediate
5037,18,0,AM,Immediate
5037,19,0,AM,Immediate
5037,20,1,AM,Immediate
5038,1,1,AM,Immediate
5038,2,1,AM,Immediate
5038,3,1,AM,Immediate
5038,4,0,AM,Immediate
5038,5,0,AM,Immediate
5038,6,0,AM,Immediate
5038,7,0,AM,Immediate
5038,8,0,AM,Immediate
5038,9,1,AM,Immediate
5038,10,0,AM,Immediate
5038,11,0,AM,Immediate
5038,12,0,AM,Immediate
5038,13,0,AM,Immediate
5038,14,1,AM,Immediate
5038,15,0,AM,Immediate
5038,16,1,AM,Immediate
5038,17,0,AM,Immediate
5038,18,1,AM,Immediate
5038,19,1,AM,Immediate
5038,20,0,AM,Immediate
5039,1,0,AM,Immediate
5039,2,0,AM,Immediate
5039,3,1,AM,Immediate
5039,4,0,AM,Immediate
5039,5,1,AM,Immediate
5039,6,0,AM,Immediate
5039,7,0,AM,Immediate
5039,8,0,AM,Immediate
5039,9,0,AM,Immediate
5039,10,0,AM,Immediate
5039,11,0,AM,Immediate
5039,12,0,AM,Immediate
5039,13,1,AM,Immediate
5039,14,0,AM,Immediate
5039,15,1,AM,Immediate
5039,16,1,AM,Immediate
5039,17,0,AM,Immediate
5039,18,1,AM,Immediate
5039,19,1,AM,Immediate
5039,20,0,AM,Immediate
5040,1,1,AM,Immediate
5040,2,1,AM,Immediate
5040,3,0,AM,Immediate
5040,4,0,AM,Immediate
5040,5,0,AM,Immediate
5040,6,1,AM,Immediate
5040,7,0,AM,Immediate
5040,8,0,AM,Immediate
5040,9,0,AM,Immediate
5040,10,1,AM,Immediate
5040,11,1,AM,Immediate
5040,12,0,AM,Immediate
5040,13,0,AM,Immediate
5040,14,1,AM,Immediate
5040,15,1,AM,Immediate
5040,16,1,AM,Immediate
5040,17,1,AM,Immediate
5040,18,1,AM,Immediate
5040,19,1,AM,Immediate
5040,20,1,AM,Immediate
5041,1,0,AM,Immediate
5041,2,1,AM,Immediate
5041,3,0,AM,Immediate
5041,4,1,AM,Immediate
5041,5,0,AM,Immediate
5041,6,0,AM,Immediate
5041,7,0,AM,Immediate
5041,8,0,AM,Immediate
5041,9,0,AM,Immediate
5041,10,1,AM,Immediate
5041,11,1,AM,Immediate
5041,12,1,AM,Immediate
5041,13,0,AM,Immediate
5041,14,0,AM,Immediate
5041,15,1,AM,Immediate
5041,16,0,AM,Immediate
5041,17,1,AM,Immediate
5041,18,0,AM,Immediate
5041,19,0,AM,Immediate
5041,20,0,AM,Immediate
5042,1,1,AM,Immediate
5042,2,1,AM,Immediate
5042,3,0,AM,Immediate
5042,4,1,AM,Immediate
5042,5,0,AM,Immediate
5042,6,1,AM,Immediate
5042,7,0,AM,Immediate
5042,8,0,AM,Immediate
5042,9,1,AM,Immediate
5042,10,0,AM,Immediate
5042,11,0,AM,Immediate
5042,12,1,AM,Immediate
5042,13,1,AM,Immediate
5042,14,0,AM,Immediate
5042,15,1,AM,Immediate
5042,16,0,AM,Immediate
5042,17,1,AM,Immediate
5042,18,0,AM,Immediate
5042,19,0,AM,Immediate
5042,20,1,AM,Immediate
5043,1,0,AM,Immediate
5043,2,1,AM,Immediate
5043,3,1,AM,Immediate
5043,4,0,AM,Immediate
5043,5,0,AM,Immediate
5043,6,0,AM,Immediate
5043,7,1,AM,Immediate
5043,8,0,AM,Immediate
5043,9,1,AM,Immediate
5043,10,1,AM,Immediate
5043,11,1,AM,Immediate
5043,12,1,AM,Immediate
5043,13,0,AM,Immediate
5043,14,0,AM,Immediate
5043,15,1,AM,Immediate
5043,16,0,AM,Immediate
5043,17,0,AM,Immediate
5043,18,0,AM,Immediate
5043,19,0,AM,Immediate
5043,20,1,AM,Immediate
5044,1,0,AM,Immediate
5044,2,1,AM,Immediate
5044,3,0,AM,Immediate
5044,4,0,AM,Immediate
5044,5,0,AM,Immediate
5044,6,0,AM,Immediate
5044,7,0,AM,Immediate
5044,8,0,AM,Immediate
5044,9,0,AM,Immediate
5044,10,1,AM,Immediate
5044,11,0,AM,Immediate
5044,12,1,AM,Immediate
5044,13,0,AM,Immediate
5044,14,1,AM,Immediate
5044,15,0,AM,Immediate
5044,16,0,AM,Immediate
5044,17,1,AM,Immediate
5044,18,0,AM,Immediate
5044,19,1,AM,Immediate
5044,20,1,AM,Immediate
5045,1,1,AM,Immediate
5045,2,1,AM,Immediate
5045,3,0,AM,Immediate
5045,4,1,AM,Immediate
5045,5,0,AM,Immediate
5045,6,1,AM,Immediate
5045,7,0,AM,Immediate
5045,8,1,AM,Immediate
5045,9,0,AM,Immediate
5045,10,0,AM,Immediate
5045,11,0,AM,Immediate
5045,12,1,AM,Immediate
5045,13,1,AM,Immediate
5045,14,0,AM,Immediate
5045,15,0,AM,Immediate
5045,16,1,AM,Immediate
5045,17,0,AM,Immediate
5045,18,0,AM,Immediate
5045,19,1,AM,Immediate
5045,20,1,AM,Immediate
5046,1,0,AM,Immediate
5046,2,0,AM,Immediate
5046,3,1,AM,Immediate
5046,4,0,AM,Immediate
5046,5,0,AM,Immediate
5046,6,1,AM,Immediate
5046,7,1,AM,Immediate
5046,8,0,AM,Immediate
5046,9,1,AM,Immediate
5046,10,0,AM,Immediate
5046,11,0,AM,Immediate
5046,12,0,AM,Immediate
5046,13,1,AM,Immediate
5046,14,1,AM,Immediate
5046,15,0,AM,Immediate
5046,16,1,AM,Immediate
5046,17,1,AM,Immediate
5046,18,0,AM,Immediate
5046,19,0,AM,Immediate
5046,20,1,AM,Immediate
5047,1,0,AM,Immediate
5047,2,1,AM,Immediate
5047,3,0,AM,Immediate
5047,4,1,AM,Immediate
5047,5,0,AM,Immediate
5047,6,1,AM,Immediate
5047,7,0,AM,Immediate
5047,8,0,AM,Immediate
5047,9,1,AM,Immediate
5047,10,1,AM,Immediate
5047,11,0,AM,Immediate
5047,12,1,AM,Immediate
5047,13,0,AM,Immediate
5047,14,1,AM,Immediate
5047,15,0,AM,Immediate
5047,16,0,AM,Immediate
5047,17,0,AM,Immediate
5047,18,0,AM,Immediate
5047,19,1,AM,Immediate
5047,20,1,AM,Immediate
5048,1,1,AM,Immediate
5048,2,0,AM,Immediate
5048,3,0,AM,Immediate
5048,4,1,AM,Immediate
5048,5,0,AM,Immediate
5048,6,1,AM,Immediate
5048,7,0,AM,Immediate
5048,8,1,AM,Immediate
5048,9,0,AM,Immediate
5048,10,1,AM,Immediate
5048,11,0,AM,Immediate
5048,12,0,AM,Immediate
5048,13,0,AM,Immediate
5048,14,0,AM,Immediate
5048,15,0,AM,Immediate
5048,16,0,AM,Immediate
5048,17,0,AM,Immediate
5048,18,0,AM,Immediate
5048,19,0,AM,Immediate
5048,20,0,AM,Immediate
5049,1,1,AM,Immediate
5049,2,1,AM,Immediate
5049,3,0,AM,Immediate
5049,4,0,AM,Immediate
5049,5,0,AM,Immediate
5049,6,1,AM,Immediate
5049,7,1,AM,Immediate
5049,8,0,AM,Immediate
5049,9,0,AM,Immediate
5049,10,0,AM,Immediate
5049,11,1,AM,Immediate
5049,12,1,AM,Immediate
5049,13,1,AM,Immediate
5049,14,0,AM,Immediate
5049,15,1,AM,Immediate
5049,16,1,AM,Immediate
5049,17,1,AM,Immediate
5049,18,1,AM,Immediate
5049,19,1,AM,Immediate
5049,20,1,AM,Immediate
5050,1,0,AM,Immediate
5050,2,1,AM,Immediate
5050,3,1,AM,Immediate
5050,4,1,AM,Immediate
5050,5,0,AM,Immediate
5050,6,0,AM,Immediate
5050,7,0,AM,Immediate
5050,8,1,AM,Immediate
5050,9,0,AM,Immediate
5050,10,1,AM,Immediate
5050,11,0,AM,Immediate
5050,12,0,AM,Immediate
5050,13,0,AM,Immediate
5050,14,1,AM,Immediate
5050,15,0,AM,Immediate
5050,16,0,AM,Immediate
5050,17,0,AM,Immediate
5050,18,0,AM,Immediate
5050,19,0,AM,Immediate
5050,20,0,AM,Immediate
5051,1,0,AM,Immediate
5051,2,0,AM,Immediate
5051,3,0,AM,Immediate
5051,4,1,AM,Immediate
5051,5,0,AM,Immediate
5051,6,0,AM,Immediate
5051,7,0,AM,Immediate
5051,8,1,AM,Immediate
5051,9,0,AM,Immediate
5051,10,1,AM,Immediate
5051,11,0,AM,Immediate
5051,12,0,AM,Immediate
5051,13,1,AM,Immediate
5051,14,0,AM,Immediate
5051,15,0,AM,Immediate
5051,16,0,AM,Immediate
5051,17,0,AM,Immediate
5051,18,0,AM,Immediate
5051,19,0,AM,Immediate
5051,20,0,AM,Immediate
5052,1,1,AM,Immediate
5052,2,0,AM,Immediate
5052,3,1,AM,Immediate
5052,4,1,AM,Immediate
5052,5,0,AM,Immediate
5052,6,0,AM,Immediate
5052,7,1,AM,Immediate
5052,8,0,AM,Immediate
5052,9,0,AM,Immediate
5052,10,0,AM,Immediate
5052,11,0,AM,Immediate
5052,12,0,AM,Immediate
5052,13,0,AM,Immediate
5052,14,0,AM,Immediate
5052,15,1,AM,Immediate
5052,16,0,AM,Immediate
5052,17,0,AM,Immediate
5052,18,0,AM,Immediate
5052,19,1,AM,Immediate
5052,20,1,AM,Immediate
5053,1,1,AM,Immediate
5053,2,0,AM,Immediate
5053,3,0,AM,Immediate
5053,4,0,AM,Immediate
5053,5,0,AM,Immediate
5053,6,0,AM,Immediate
5053,7,0,AM,Immediate
5053,8,1,AM,Immediate
5053,9,0,AM,Immediate
5053,10,0,AM,Immediate
5053,11,0,AM,Immediate
5053,12,0,AM,Immediate
5053,13,1,AM,Immediate
5053,14,0,AM,Immediate
5053,15,0,AM,Immediate
5053,16,1,AM,Immediate
5053,17,0,AM,Immediate
5053,18,0,AM,Immediate
5053,19,0,AM,Immediate
5053,20,1,AM,Immediate
5054,1,1,AM,Immediate
5054,2,1,AM,Immediate
5054,3,0,AM,Immediate
5054,4,0,AM,Immediate
5054,5,0,AM,Immediate
5054,6,0,AM,Immediate
5054,7,1,AM,Immediate
5054,8,1,AM,Immediate
5054,9,0,AM,Immediate
5054,10,0,AM,Immediate
5054,11,0,AM,Immediate
5054,12,1,AM,Immediate
5054,13,1,AM,Immediate
5054,14,0,AM,Immediate
5054,15,0,AM,Immediate
5054,16,0,AM,Immediate
5054,17,0,AM,Immediate
5054,18,1,AM,Immediate
5054,19,0,AM,Immediate
5054,20,1,AM,Immediate
5055,1,1,AM,Immediate
5055,2,1,AM,Immediate
5055,3,0,AM,Immediate
5055,4,0,AM,Immediate
5055,5,1,AM,Immediate
5055,6,0,AM,Immediate
5055,7,0,AM,Immediate
5055,8,0,AM,Immediate
5055,9,1,AM,Immediate
5055,10,1,AM,Immediate
5055,11,1,AM,Immediate
5055,12,1,AM,Immediate
5055,13,1,AM,Immediate
5055,14,1,AM,Immediate
5055,15,1,AM,Immediate
5055,16,0,AM,Immediate
5055,17,0,AM,Immediate
5055,18,0,AM,Immediate
5055,19,1,AM,Immediate
5055,20,1,AM,Immediate
5056,1,0,AM,Immediate
5056,2,0,AM,Immediate
5056,3,0,AM,Immediate
5056,4,1,AM,Immediate
5056,5,0,AM,Immediate
5056,6,1,AM,Immediate
5056,7,1,AM,Immediate
5056,8,0,AM,Immediate
5056,9,0,AM,Immediate
5056,10,0,AM,Immediate
5056,11,0,AM,Immediate
5056,12,1,AM,Immediate
5056,13,0,AM,Immediate
5056,14,1,AM,Immediate
5056,15,0,AM,Immediate
5056,16,0,AM,Immediate
5056,17,1,AM,Immediate
5056,18,0,AM,Immediate
5056,19,1,AM,Immediate
5056,20,0,AM,Immediate
5057,1,0,AM,Immediate
5057,2,0,AM,Immediate
5057,3,0,AM,Immediate
5057,4,1,AM,Immediate
5057,5,0,AM,Immediate
5057,6,0,AM,Immediate
5057,7,1,AM,Immediate
5057,8,0,AM,Immediate
5057,9,0,AM,Immediate
5057,10,0,AM,Immediate
5057,11,1,AM,Immediate
5057,12,0,AM,Immediate
5057,13,0,AM,Immediate
5057,14,1,AM,Immediate
5057,15,0,AM,Immediate
5057,16,1,AM,Immediate
5057,17,1,AM,Immediate
5057,18,1,AM,Immediate
5057,19,1,AM,Immediate
5057,20,1,AM,Immediate
5058,1,0,AM,Immediate
5058,2,0,AM,Immediate
5058,3,0,AM,Immediate
5058,4,1,AM,Immediate
5058,5,1,AM,Immediate
5058,6,0,AM,Immediate
5058,7,1,AM,Immediate
5058,8,0,AM,Immediate
5058,9,0,AM,Immediate
5058,10,1,AM,Immediate
5058,11,1,AM,Immediate
5058,12,0,AM,Immediate
5058,13,0,AM,Immediate
5058,14,0,AM,Immediate
5058,15,0,AM,Immediate
5058,16,1,AM,Immediate
5058,17,1,AM,Immediate
5058,18,0,AM,Immediate
5058,19,0,AM,Immediate
5058,20,0,AM,Immediate
5059,1,0,AM,Immediate
5059,2,0,AM,Immediate
5059,3,1,AM,Immediate
5059,4,0,AM,Immediate
5059,5,1,AM,Immediate
5059,6,1,AM,Immediate
5059,7,0,AM,Immediate
5059,8,1,AM,Immediate
5059,9,0,AM,Immediate
5059,10,1,AM,Immediate
5059,11,1,AM,Immediate
5059,12,1,AM,Immediate
5059,13,0,AM,Immediate
5059,14,0,AM,Immediate
5059,15,1,AM,Immediate
5059,16,0,AM,Immediate
5059,17,1,AM,Immediate
5059,18,0,AM,Immediate
5059,19,0,AM,Immediate
5059,20,1,AM,Immediate
5060,1,0,AM,Immediate
5060,2,0,AM,Immediate
5060,3,1,AM,Immediate
5060,4,0,AM,Immediate
5060,5,0,AM,Immediate
5060,6,0,AM,Immediate
5060,7,1,AM,Immediate
5060,8,1,AM,Immediate
5060,9,0,AM,Immediate
5060,10,0,AM,Immediate
5060,11,0,AM,Immediate
5060,12,1,AM,Immediate
5060,13,0,AM,Immediate
5060,14,1,AM,Immediate
5060,15,1,AM,Immediate
5060,16,0,AM,Immediate
5060,17,0,AM,Immediate
5060,18,0,AM,Immediate
5060,19,0,AM,Immediate
5060,20,0,AM,Immediate
5061,1,0,AM,Immediate
5061,2,0,AM,Immediate
5061,3,0,AM,Immediate
5061,4,1,AM,Immediate
5061,5,1,AM,Immediate
5061,6,1,AM,Immediate
5061,7,0,AM,Immediate
5061,8,0,AM,Immediate
5061,9,0,AM,Immediate
5061,10,0,AM,Immediate
5061,11,0,AM,Immediate
5061,12,0,AM,Immediate
5061,13,1,AM,Immediate
5061,14,0,AM,Immediate
5061,15,0,AM,Immediate
5061,16,0,AM,Immediate
5061,17,0,AM,Immediate
5061,18,1,AM,Immediate
5061,19,0,AM,Immediate
5061,20,1,AM,Immediate
5062,1,0,AM,Immediate
5062,2,1,AM,Immediate
5062,3,1,AM,Immediate
5062,4,0,AM,Immediate
5062,5,0,AM,Immediate
5062,6,0,AM,Immediate
5062,7,1,AM,Immediate
5062,8,0,AM,Immediate
5062,9,1,AM,Immediate
5062,10,0,AM,Immediate
5062,11,0,AM,Immediate
5062,12,1,AM,Immediate
5062,13,0,AM,Immediate
5062,14,1,AM,Immediate
5062,15,1,AM,Immediate
5062,16,0,AM,Immediate
5062,17,1,AM,Immediate
5062,18,0,AM,Immediate
5062,19,1,AM,Immediate
5062,20,0,AM,Immediate
5063,1,0,AM,Immediate
5063,2,0,AM,Immediate
5063,3,0,AM,Immediate
5063,4,0,AM,Immediate
5063,5,0,AM,Immediate
5063,6,1,AM,Immediate
5063,7,1,AM,Immediate
5063,8,0,AM,Immediate
5063,9,1,AM,Immediate
5063,10,1,AM,Immediate
5063,11,0,AM,Immediate
5063,12,0,AM,Immediate
5063,13,1,AM,Immediate
5063,14,1,AM,Immediate
5063,15,1,AM,Immediate
5063,16,0,AM,Immediate
5063,17,0,AM,Immediate
5063,18,0,AM,Immediate
5063,19,0,AM,Immediate
5063,20,1,AM,Immediate
5064,1,1,AM,Immediate
5064,2,1,AM,Immediate
5064,3,1,AM,Immediate
5064,4,0,AM,Immediate
5064,5,1,AM,Immediate
5064,6,0,AM,Immediate
5064,7,1,AM,Immediate
5064,8,0,AM,Immediate
5064,9,1,AM,Immediate
5064,10,0,AM,Immediate
5064,11,1,AM,Immediate
5064,12,1,AM,Immediate
5064,13,0,AM,Immediate
5064,14,1,AM,Immediate
5064,15,0,AM,Immediate
5064,16,0,AM,Immediate
5064,17,1,AM,Immediate
5064,18,0,AM,Immediate
5064,19,0,AM,Immediate
5064,20,1,AM,Immediate
5065,1,1,AM,Immediate
5065,2,0,AM,Immediate
5065,3,1,AM,Immediate
5065,4,1,AM,Immediate
5065,5,1,AM,Immediate
5065,6,0,AM,Immediate
5065,7,0,AM,Immediate
5065,8,0,AM,Immediate
5065,9,0,AM,Immediate
5065,10,1,AM,Immediate
5065,11,0,AM,Immediate
5065,12,1,AM,Immediate
5065,13,1,AM,Immediate
5065,14,1,AM,Immediate
5065,15,1,AM,Immediate
5065,16,1,AM,Immediate
5065,17,0,AM,Immediate
5065,18,1,AM,Immediate
5065,19,0,AM,Immediate
5065,20,1,AM,Immediate
5066,1,1,AM,Immediate
5066,2,0,AM,Immediate
5066,3,1,AM,Immediate
5066,4,0,AM,Immediate
5066,5,1,AM,Immediate
5066,6,0,AM,Immediate
5066,7,1,AM,Immediate
5066,8,0,AM,Immediate
5066,9,0,AM,Immediate
5066,10,0,AM,Immediate
5066,11,0,AM,Immediate
5066,12,1,AM,Immediate
5066,13,0,AM,Immediate
5066,14,1,AM,Immediate
5066,15,1,AM,Immediate
5066,16,0,AM,Immediate
5066,17,1,AM,Immediate
5066,18,0,AM,Immediate
5066,19,1,AM,Immediate
5066,20,1,AM,Immediate
5067,1,1,AM,Immediate
5067,2,0,AM,Immediate
5067,3,0,AM,Immediate
5067,4,1,AM,Immediate
5067,5,1,AM,Immediate
5067,6,0,AM,Immediate
5067,7,0,AM,Immediate
5067,8,0,AM,Immediate
5067,9,0,AM,Immediate
5067,10,0,AM,Immediate
5067,11,1,AM,Immediate
5067,12,0,AM,Immediate
5067,13,1,AM,Immediate
5067,14,0,AM,Immediate
5067,15,0,AM,Immediate
5067,16,1,AM,Immediate
5067,17,0,AM,Immediate
5067,18,0,AM,Immediate
5067,19,1,AM,Immediate
5067,20,1,AM,Immediate
5068,1,1,AM,Immediate
5068,2,0,AM,Immediate
5068,3,1,AM,Immediate
5068,4,0,AM,Immediate
5068,5,0,AM,Immediate
5068,6,1,AM,Immediate
5068,7,1,AM,Immediate
5068,8,0,AM,Immediate
5068,9,1,AM,Immediate
5068,10,1,AM,Immediate
5068,11,1,AM,Immediate
5068,12,1,AM,Immediate
5068,13,0,AM,Immediate
5068,14,1,AM,Immediate
5068,15,1,AM,Immediate
5068,16,1,AM,Immediate
5068,17,0,AM,Immediate
5068,18,0,AM,Immediate
5068,19,1,AM,Immediate
5068,20,0,AM,Immediate
5069,1,1,AM,Immediate
5069,2,0,AM,Immediate
5069,3,1,AM,Immediate
5069,4,1,AM,Immediate
5069,5,1,AM,Immediate
5069,6,0,AM,Immediate
5069,7,1,AM,Immediate
5069,8,1,AM,Immediate
5069,9,1,AM,Immediate
5069,10,0,AM,Immediate
5069,11,0,AM,Immediate
5069,12,1,AM,Immediate
5069,13,0,AM,Immediate
5069,14,0,AM,Immediate
5069,15,1,AM,Immediate
5069,16,1,AM,Immediate
5069,17,1,AM,Immediate
5069,18,0,AM,Immediate
5069,19,1,AM,Immediate
5069,20,0,AM,Immediate
5070,1,0,AM,Immediate
5070,2,1,AM,Immediate
5070,3,0,AM,Immediate
5070,4,0,AM,Immediate
5070,5,0,AM,Immediate
5070,6,0,AM,Immediate
5070,7,0,AM,Immediate
5070,8,0,AM,Immediate
5070,9,0,AM,Immediate
5070,10,0,AM,Immediate
5070,11,0,AM,Immediate
5070,12,0,AM,Immediate
5070,13,0,AM,Immediate
5070,14,0,AM,Immediate
5070,15,1,AM,Immediate
5070,16,0,AM,Immediate
5070,17,1,AM,Immediate
5070,18,0,AM,Immediate
5070,19,1,AM,Immediate
5070,20,1,AM,Immediate
5071,1,0,AM,Immediate
5071,2,1,AM,Immediate
5071,3,0,AM,Immediate
5071,4,0,AM,Immediate
5071,5,0,AM,Immediate
5071,6,0,AM,Immediate
5071,7,0,AM,Immediate
5071,8,0,AM,Immediate
5071,9,0,AM,Immediate
5071,10,0,AM,Immediate
5071,11,1,AM,Immediate
5071,12,1,AM,Immediate
5071,13,0,AM,Immediate
5071,14,0,AM,Immediate
5071,15,0,AM,Immediate
5071,16,0,AM,Immediate
5071,17,0,AM,Immediate
5071,18,1,AM,Immediate
5071,19,1,AM,Immediate
5071,20,0,AM,Immediate
5072,1,0,AM,Immediate
5072,2,0,AM,Immediate
5072,3,1,AM,Immediate
5072,4,0,AM,Immediate
5072,5,0,AM,Immediate
5072,6,1,AM,Immediate
5072,7,1,AM,Immediate
5072,8,1,AM,Immediate
5072,9,0,AM,Immediate
5072,10,0,AM,Immediate
5072,11,0,AM,Immediate
5072,12,1,AM,Immediate
5072,13,0,AM,Immediate
5072,14,0,AM,Immediate
5072,15,1,AM,Immediate
5072,16,1,AM,Immediate
5072,17,0,AM,Immediate
5072,18,0,AM,Immediate
5072,19,1,AM,Immediate
5072,20,0,AM,Immediate
5073,1,1,AM,Immediate
5073,2,0,AM,Immediate
5073,3,1,AM,Immediate
5073,4,1,AM,Immediate
5073,5,0,AM,Immediate
5073,6,1,AM,Immediate
5073,7,1,AM,Immediate
5073,8,0,AM,Immediate
5073,9,1,AM,Immediate
5073,10,0,AM,Immediate
5073,11,0,AM,Immediate
5073,12,1,AM,Immediate
5073,13,1,AM,Immediate
5073,14,1,AM,Immediate
5073,15,0,AM,Immediate
5073,16,1,AM,Immediate
5073,17,0,AM,Immediate
5073,18,0,AM,Immediate
5073,19,0,AM,Immediate
5073,20,1,AM,Immediate
5074,1,1,AM,Immediate
5074,2,0,AM,Immediate
5074,3,1,AM,Immediate
5074,4,1,AM,Immediate
5074,5,0,AM,Immediate
5074,6,1,AM,Immediate
5074,7,0,AM,Immediate
5074,8,0,AM,Immediate
5074,9,1,AM,Immediate
5074,10,0,AM,Immediate
5074,11,0,AM,Immediate
5074,12,0,AM,Immediate
5074,13,0,AM,Immediate
5074,14,0,AM,Immediate
5074,15,0,AM,Immediate
5074,16,0,AM,Immediate
5074,17,0,AM,Immediate
5074,18,0,AM,Immediate
5074,19,1,AM,Immediate
5074,20,0,AM,Immediate
5075,1,1,AM,Immediate
5075,2,0,AM,Immediate
5075,3,0,AM,Immediate
5075,4,0,AM,Immediate
5075,5,0,AM,Immediate
5075,6,0,AM,Immediate
5075,7,0,AM,Immediate
5075,8,1,AM,Immediate
5075,9,1,AM,Immediate
5075,10,0,AM,Immediate
5075,11,1,AM,Immediate
5075,12,0,AM,Immediate
5075,13,0,AM,Immediate
5075,14,0,AM,Immediate
5075,15,0,AM,Immediate
5075,16,0,AM,Immediate
5075,17,0,AM,Immediate
5075,18,0,AM,Immediate
5075,19,0,AM,Immediate
5075,20,0,AM,Immediate
5076,1,0,AM,Immediate
5076,2,0,AM,Immediate
